/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_brain_out/counts_brain_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_heart_out/counts_heart_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_kidney_out/counts_kidney_tophat_htseq.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_brain_out/count_brain.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_heart_out/count_heart.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_kidney_out/count_kidney.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030882_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030886_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030885_tophat_output/count.txt	/proj/b2010078/PublicDataProject/HPA/count_brain_3b.txt	/proj/b2010078/PublicDataProject/HPA/count_heart_6a.txt	/proj/b2010078/PublicDataProject/HPA/count_kidney_a.txt	/proj/b2010078/PublicDataProject/Wang/brain_counts.txt	/proj/b2010078/PublicDataProject/Wang/heart_counts.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/count_brain.txt
ENSG00000257886	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257890	1	0	0	2	2	3	20	6	0	2	0	0	1	0
ENSG00000257891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257893	0	0	0	0	0	1	0	0	8	0	0	0	0	0
ENSG00000257894	15	13	22	89	27	131	421	317	390	10	0	138	5	4
ENSG00000257895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257896	0	0	1	2	0	5	23	0	17	30	3	0	0	0
ENSG00000257897	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257899	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257900	3	8	13	0	0	0	9	14	10	18	2	4	1	0
ENSG00000257901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257904	1	0	0	0	0	4	0	0	0	0	0	1	1	0
ENSG00000257905	0	0	0	0	0	0	2	0	0	0	0	0	6	1
ENSG00000257906	0	0	0	0	0	0	0	0	0	1	2	0	1	0
ENSG00000257907	0	0	1	6	6	5	9	1	9	0	0	0	13	7
ENSG00000257910	0	0	2	0	0	2	5	5	0	0	0	0	0	0
ENSG00000257911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257913	11	2	2	3	4	8	18	7	19	13	0	2	0	3
ENSG00000257914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257915	0	0	0	3	0	1	0	0	0	0	0	0	0	1
ENSG00000257916	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257918	1	0	1	0	0	0	43	0	0	14	1	0	1	0
ENSG00000257920	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257923	1170	1710	2287	1147	1824	1794	4988	10099	7980	2940	1977	3380	902	1135
ENSG00000257924	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257925	0	1	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000257927	1	1	0	0	0	1	0	0	3	0	0	0	0	0
ENSG00000257931	1	0	0	28	19	78	59	41	15	2	0	0	13	3
ENSG00000257932	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257935	0	0	0	0	0	0	2	0	0	10	0	0	0	0
ENSG00000257936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257940	0	0	0	0	0	2	9	2	0	0	0	0	0	0
ENSG00000257941	2	1	0	3	0	0	9	3	0	7	2	0	0	1
ENSG00000257943	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000257944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257947	0	0	0	1	0	2	59	23	31	0	0	0	0	0
ENSG00000257948	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000257949	0	0	0	1	2	0	0	3	1	1	0	0	0	0
ENSG00000257950	26	8	7	19	10	20	145	84	165	37	2	7	15	5
ENSG00000257951	4	0	3	7	0	0	20	0	9	0	0	3	2	0
ENSG00000257953	2	0	3	7	9	29	2	10	7	0	0	0	0	2
ENSG00000257954	1	0	0	4	8	12	1	0	0	3	0	1	0	0
ENSG00000257955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257956	0	0	0	0	0	0	0	0	8	0	0	0	0	1
ENSG00000257957	2	1	0	1	2	3	4	9	0	0	0	0	0	0
ENSG00000257958	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257962	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ENSG00000257964	2	2	8	10	29	45	6	16	3	0	0	5	1	2
ENSG00000257966	0	0	3	10	5	13	97	81	116	0	0	0	5	3
ENSG00000257967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257973	0	2	3	4	0	8	0	2	21	0	3	8	0	0
ENSG00000257975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257976	0	2	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257979	0	1	0	0	3	1	0	3	5	0	0	0	0	1
ENSG00000257980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257985	0	0	0	2	7	9	7	3	14	0	0	0	0	2
ENSG00000257986	4	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000257987	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000257989	1	0	6	0	0	70	4	3	175	0	0	9	0	0
ENSG00000257990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257995	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000257997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257999	1	0	1	1	0	0	8	0	0	6	0	3	0	0
ENSG00000258001	0	0	1	1	1	1	21	6	9	8	0	0	3	0
ENSG00000258002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258007	0	0	0	0	0	0	20	0	1	6	0	0	0	0
ENSG00000258008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258010	18	4	6	84	8	52	89	4	28	6	0	0	5	0
ENSG00000258011	2	0	0	0	0	1	0	0	5	0	0	0	0	1
ENSG00000258012	0	0	0	1	4	10	8	5	0	0	1	0	1	0
ENSG00000258013	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000258014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258016	1	0	0	0	0	0	0	13	1	0	0	0	0	0
ENSG00000258017	1	3	0	8	0	4	19	8	28	5	0	0	4	0
ENSG00000258018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258024	3	0	0	5	0	1	0	0	0	0	0	1	0	0
ENSG00000258025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258026	1	1	0	3	4	5	0	24	5	0	0	0	0	0
ENSG00000258027	0	0	0	1	0	0	51	0	0	0	0	0	0	0
ENSG00000258028	0	0	0	2	0	0	0	3	1	0	0	0	0	1
ENSG00000258030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258033	0	0	0	4	0	3	31	0	0	0	0	0	3	0
ENSG00000258034	1	0	0	0	2	5	3	0	0	3	0	0	0	0
ENSG00000258035	2	0	0	0	0	0	8	0	0	5	0	0	2	0
ENSG00000258036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258038	0	0	0	0	0	0	7	3	4	0	0	0	0	0
ENSG00000258039	1	0	0	5	1	3	2	0	0	1	0	1	0	0
ENSG00000258040	0	1	0	6	6	4	0	3	7	0	0	0	0	1
ENSG00000258044	0	0	0	4	4	12	19	11	11	3	0	1	1	0
ENSG00000258045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258048	0	0	0	0	0	0	11	2	0	0	1	0	0	0
ENSG00000258049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258050	0	0	1	3	7	6	20	11	13	0	0	0	3	0
ENSG00000258051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258053	0	2	7	0	0	0	5	7	2	3	2	4	0	0
ENSG00000258054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258056	129	137	136	87	84	60	196	504	464	231	131	99	71	109
ENSG00000258057	32	13	6	9	2	12	275	114	38	90	39	4	45	23
ENSG00000258058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258066	0	1	0	5	0	0	2	0	0	0	1	0	0	0
ENSG00000258067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258068	0	0	0	3	7	1	0	0	0	0	0	0	0	0
ENSG00000258069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258071	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258072	6	0	0	4	0	1	11	3	8	0	0	3	1	0
ENSG00000258073	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258077	0	0	0	0	0	2	2	0	7	1	0	4	0	0
ENSG00000258080	0	0	1	0	0	0	15	17	38	0	0	0	0	0
ENSG00000258081	0	0	1	0	1	1	7	3	3	3	0	8	0	0
ENSG00000258082	1	0	0	0	3	0	0	2	3	1	0	0	0	0
ENSG00000258083	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ENSG00000258084	0	0	4	2	2	34	2	1	7	0	0	12	1	0
ENSG00000258085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258086	0	2	0	4	4	1	9	4	0	2	3	0	1	0
ENSG00000258088	0	0	0	0	0	5	0	0	0	2	0	2	0	0
ENSG00000258090	0	0	0	1	0	0	3	0	0	0	0	2	1	0
ENSG00000258091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258093	0	0	1	0	0	0	1	0	1	0	0	0	1	0
ENSG00000258094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258096	1	0	0	0	0	1	5	2	6	2	0	0	0	1
ENSG00000258097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258098	0	3	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000258099	3	1	3	0	0	4	1	2	6	0	1	2	1	0
ENSG00000258100	0	0	0	1	0	1	0	0	0	1	1	0	0	0
ENSG00000258101	2	2	0	0	0	0	6	3	7	0	1	2	1	0
ENSG00000258102	4	0	3	2	0	0	29	0	3	22	0	0	1	0
ENSG00000258103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258104	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258107	0	0	0	1	0	0	2	0	0	10	0	0	1	0
ENSG00000258108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258109	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258111	0	0	0	0	0	0	3	4	2	0	0	0	0	2
ENSG00000258112	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000258113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258115	0	0	0	0	0	1	0	0	0	0	0	0	2	1
ENSG00000258116	0	0	0	2	0	0	1	0	0	0	0	0	1	0
ENSG00000258117	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258118	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000258119	0	0	0	0	0	0	4	3	1	0	0	0	0	0
ENSG00000258120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258121	0	1	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000258122	2	0	1	2	0	1	28	0	2	1	0	0	3	0
ENSG00000258123	15	9	3	486	594	1323	193	95	140	20	12	13	2	1
ENSG00000258124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258125	0	0	0	0	0	1	0	0	5	0	0	0	1	0
ENSG00000258126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258128	0	1	0	0	2	1	6	9	15	0	0	0	6	4
ENSG00000258130	5	3	3	3	0	1	15	19	23	0	2	0	4	1
ENSG00000258131	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258133	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ENSG00000258134	0	1	0	6	5	10	7	4	0	2	0	0	0	0
ENSG00000258135	1	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSG00000258136	2	1	5	0	3	24	29	20	40	21	4	7	0	0
ENSG00000258137	1	2	0	0	2	0	17	6	9	1	0	0	0	0
ENSG00000258138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258140	0	0	0	0	0	0	0	0	5	0	0	0	1	0
ENSG00000258141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258144	0	0	0	1	0	0	6	0	0	0	0	1	0	0
ENSG00000258145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258150	4	0	1	0	0	0	0	1	0	2	0	0	1	0
ENSG00000258151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258153	1	0	0	1	0	0	0	42	0	0	1	0	0	0
ENSG00000258154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258159	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258162	2	0	0	12	0	3	32	0	0	27	0	0	4	0
ENSG00000258164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258168	5	2	0	1	2	1	13	25	0	8	0	1	1	0
ENSG00000258169	1	0	0	0	0	0	14	14	7	8	3	1	0	0
ENSG00000258170	0	1	0	1	0	0	11	6	28	0	0	0	3	0
ENSG00000258171	0	8	2	0	1	3	5	25	8	2	2	0	0	2
ENSG00000258172	1	0	0	0	1	1	4	3	0	1	1	0	3	4
ENSG00000258173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258175	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258177	2	0	0	0	1	0	2	0	0	0	0	0	0	1
ENSG00000258178	3	0	0	50	0	2	74	5	0	14	0	0	7	0
ENSG00000258179	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258181	2	0	1	1	3	6	13	0	8	1	2	0	1	0
ENSG00000258182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258183	0	0	0	0	0	0	7	11	0	1	0	0	1	1
ENSG00000258184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258185	2	0	0	9	0	0	10	0	0	6	1	0	0	0
ENSG00000258186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258188	0	0	0	3	0	0	8	2	0	0	0	0	0	0
ENSG00000258191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258196	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258199	24	7	11	3	3	1	177	73	170	31	18	6	115	29
ENSG00000258200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258204	1	0	0	0	0	0	9	4	0	0	0	0	0	0
ENSG00000258205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258210	1	0	0	0	0	0	12	4	4	5	0	0	0	0
ENSG00000258211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258212	0	0	0	7	6	18	0	0	3	0	0	0	0	0
ENSG00000258213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258215	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258216	0	0	0	0	0	0	2	0	0	1	0	1	0	0
ENSG00000258218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258220	0	0	0	0	0	6	9	0	0	0	0	0	0	0
ENSG00000258221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258224	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258225	0	0	0	2	0	0	2	1	3	0	0	0	0	0
ENSG00000258226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258227	0	4	6	25	27	13	529	35	168	4	3	5	0	2
ENSG00000258228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258230	1	4	1	7	8	20	22	14	15	10	2	1	1	1
ENSG00000258231	0	1	0	14	17	29	27	22	22	0	0	0	6	1
ENSG00000258232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258233	0	0	0	0	0	0	5	8	9	0	0	0	1	0
ENSG00000258234	0	0	0	1	0	0	0	3	4	0	0	0	1	0
ENSG00000258235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258240	12	2	4	1	0	0	119	10	5	3	0	0	21	1
ENSG00000258241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258244	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ENSG00000258245	0	0	0	0	0	0	0	0	1	0	0	0	2	2
ENSG00000258247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258249	0	0	0	0	0	0	10	0	0	1	0	0	0	0
ENSG00000258251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258256	1	0	2	0	0	6	11	30	40	1	0	0	1	0
ENSG00000258259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258260	1	5	3	0	0	0	2	6	1	0	3	0	0	0
ENSG00000258261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258268	1	0	0	0	3	1	0	2	0	0	0	0	0	0
ENSG00000258269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258271	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000258272	0	0	0	0	0	0	0	0	3	0	0	0	2	0
ENSG00000258273	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258274	1	3	0	22	44	115	19	32	40	1	4	1	1	4
ENSG00000258275	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258279	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258280	0	0	0	1	3	3	0	0	0	0	0	0	0	0
ENSG00000258281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258282	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258284	1	1	0	0	3	8	9	8	6	1	1	1	1	0
ENSG00000258285	3	1	1	0	0	1	36	10	8	3	1	5	4	0
ENSG00000258286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258289	513	207	311	271	300	243	3918	3547	3758	1803	708	657	173	219
ENSG00000258290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258292	0	0	1	0	0	0	0	6	0	0	0	1	0	1
ENSG00000258294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258297	50	14	27	64	59	61	475	195	453	469	78	51	12	6
ENSG00000258298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258301	25	9	16	14	7	17	297	73	536	193	28	29	43	8
ENSG00000258302	10	0	5	17	4	17	94	8	26	18	0	7	1	1
ENSG00000258303	1	3	2	1	0	0	24	23	24	0	0	4	3	3
ENSG00000258304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258308	0	0	1	0	0	2	6	0	0	0	1	0	2	0
ENSG00000258311	13	60	21	0	0	0	105	79	84	58	37	11	9	16
ENSG00000258312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258313	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258315	3	6	11	8	5	3	26	15	19	28	8	1	4	3
ENSG00000258316	1	3	1	0	1	0	1	0	1	0	0	0	0	0
ENSG00000258317	2	4	0	0	0	1	13	2	4	3	3	1	0	1
ENSG00000258318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258323	3	0	0	4	6	11	31	15	16	1	0	0	1	0
ENSG00000258324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258325	0	1	0	0	1	1	0	2	8	0	1	0	0	0
ENSG00000258326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258331	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258332	0	0	0	10	1	13	4	11	9	0	0	0	1	0
