ENSEMBL_ID Gene_ID EoGE_brain EoGE_heart EoGE_kidney Atlas_brain Atlas_heart Atlas_kidney BodyMap_brain BodyMap_heart BodyMap_kidney HPA_brain HPA_heart HPA_kidney AltIso_brain AltIso_heart
13204 ENSG00000171148 TADA3 36.9654 20.5125 41.1311 3.63179 2.50431 2.12461 12.869 10.2981 17.0862 34.5335 18.3819 25.6677 20.0082 12.8814
10496 ENSG00000159374 M1AP 0.507923 0.769299 0.786495 1.75461 0.158739 0.142562 0.505393 0.0791448 0.525789 0.46849 0 0.697459 0.274939 0.124051
11289 ENSG00000163743 RCHY1 18.1844 18.6339 16.0234 4.09626 2.78741 3.4895 18.2228 18.5829 15.4447 26.0139 33.5927 33.5944 4.56202 5.49045
7520 ENSG00000137210 TMEM14B 29.1242 46.2326 57.6377 94.8604 215.553 141.282 84.348 58.9989 54.2758 38.563 55.2444 57.8982 28.2937 27.6384
9051 ENSG00000147145 LPAR4 0.096508 0.0282919 0 0.232096 0.0443749 1.91338e-08 0.545649 0.0284217 0.0118495 0.891559 0.22277 3.91824e-08 0.073818 4.58358e-08
4118 ENSG00000112486 CCR6 0.193462 0.0592832 0.243129 0.174205 0.0434407 0.172429 0.590266 0.229814 0.51643 0.110551 0.0237914 0.237374 0.526534 0.274483
16079 ENSG00000184470 TXNRD2 14.9878 22.9512 39.8881 2.33582 2.26851 3.50244 4.03705 6.13445 9.83281 9.71665 7.36811 20.238 31.3815 32.8881
12920 ENSG00000169972 PUSL1 6.94001 4.44598 6.08425 0.147153 0.0396113 0.387219 0.940032 1.39934 2.67505 1.63883 1.31501 3.64573 1.48892 1.36844
21009 ENSG00000205476 CCDC85C 11.438 16.3923 15.2113 0.614565 1.15779 0.464071 2.77245 4.50779 3.44195 6.74197 3.87972 6.6555 3.48671 3.74705
16598 ENSG00000186367 KIAA1024L 0.0135085 0 0 0.0838448 0.043123 0.0871696 0.24931 0.194745 0.341496 0 0 0 0.5741 0.487071
11480 ENSG00000164292 RHOBTB3 26.5213 32.1389 16.1882 115.231 72.8597 58.4919 41.0661 14.093 27.146 45.1343 17.1077 22.2982 17.9872 9.42706
4252 ENSG00000113580 NR3C1 8.18674 5.9111 10.4973 10.2967 10.5927 9.57525 11.7961 7.09384 9.93121 18.1215 14.9873 15.8326 10.151 6.87751
16160 ENSG00000184792 OSBP2 18.9372 9.89282 4.92808 4.77059 1.86011 2.56688 4.9512 4.35596 1.93237 6.34611 4.00853 2.81285 10.2586 5.25647
13623 ENSG00000172878 METAP1D 2.09811 2.22052 3.43337 2.39822 3.0459 2.49091 1.77144 1.19057 1.59395 7.66832 2.28962 2.99999 0.88971 0.634294
7768 ENSG00000138434 SSFA2 103.84 30.3455 181.893 62.0733 44.6811 42.8863 23.5645 13.7008 24.9902 34.5522 17.9672 66.4807 25.3818 40.9132
32082 ENSG00000229859 PGA3 0.312165 0.821155 0.0739086 0.229082 1.40961 0.0346896 0.223757 0.5118 0.157351 0.126164 0.636102 0.137353 0.303078 0.280166
12619 ENSG00000168724 DNAJC21 15.7275 9.08896 31.6975 25.5498 46.2477 32.8567 12.7659 16.9939 23.8416 10.2347 22.0598 29.1665 10.9076 13.1947
21034 ENSG00000205571 SMN2 27.3509 32.962 18.9258 4.81945 4.35581 4.14421 11.6613 8.18692 13.4268 16.3598 5.72225 8.66079 14.2654 13.3827
1266 ENSG00000073969 NSF 185.645 3.05603 11.1465 236.411 14.85 15.5298 99.3611 4.02256 10.4929 50.7141 6.4471 15.2016 130.264 5.09039
12267 ENSG00000167380 ZNF226 19.2226 6.24237 22.7131 11.098 8.00087 11.4604 13.6364 5.02428 8.99122 10.4543 10.4943 10.202 6.58861 6.14447
9943 ENSG00000154760 SLFN13 0.608593 4.63142 1.63941 1.57806 1.0411 1.32942 0.426175 0.641661 2.109 1.06202 1.90959 3.45041 0.570972 2.15374
16198 ENSG00000184939 ZFP90 16.5614 2.29808 5.4978 17.4942 4.56852 8.24078 14.8888 2.64063 12.6259 10.6334 3.94652 8.08786 7.66528 4.7224
18126 ENSG00000198108 CHSY3 2.15258 0.258899 0.157203 3.47485 1.82577 0.265739 3.53203 0.430262 0.819144 0.727574 0.411668 0.176855 2.20786 0.277697
4413 ENSG00000115091 ACTR3 87.5788 49.1681 127.597 45.4824 54.557 37.7434 53.8487 31.8369 64.7757 44.0095 28.4698 56.3047 53.031 42.5715
17935 ENSG00000197601 FAR1 30.4118 7.83387 10.2234 47.9077 16.4378 10.0366 22.5913 7.66561 12.0532 21.5871 11.3651 10.6479 17.8097 5.69585
5264 ENSG00000121879 PIK3CA 6.67268 2.05725 2.98978 26.3653 26.3264 16.7058 16.6112 6.91108 5.78901 14.0575 7.15908 12.2665 9.88138 12.2199
12181 ENSG00000166984 TCP10L2 0 0.164294 0 0 0 0.100968 0.160087 0 0 0 0 0.0716594 0.072568 0
9462 ENSG00000150768 DLAT 13.8135 29.3953 23.0343 23.6766 46.5975 23.1019 16.9626 56.9619 26.7672 13.7257 30.5843 25.5959 9.63031 32.6965
3546 ENSG00000108278 ZNHIT3 26.9842 9.87902 20.2419 14.5323 7.95817 11.0213 24.6375 10.447 18.3128 28.5414 13.1509 20.4113 16.4301 9.04333
14870 ENSG00000179038 AP001885.1 0.0557579 0.0566782 0 0.228962 0.164354 0.403026 0.0665768 0.245101 0 0.0421379 0.0650653 0.0668053 0 0
5072 ENSG00000120160 EQTN 0.112636 0 0 0.0767928 0 0 0.279327 0 0 0 0.0931409 0.0924832 0.0942826 0
12172 ENSG00000166949 SMAD3 12.895 14.7446 11.7999 10.0027 7.8532 11.3058 7.59217 4.26212 7.09904 7.65799 14.4355 14.3504 13.9029 6.82286
1450 ENSG00000078589 P2RY10 0 0 0.0457753 0 0.0308035 0 0 0.0432154 0.0738156 0.225801 0.267435 0.0505269 0 0
13423 ENSG00000172020 GAP43 290.547 0.158974 0 36.1544 0.29607 0.0849271 193.403 0.213692 0.0583003 92.6929 0.405633 0 201.286 0.406724
1476 ENSG00000079263 SP140 0.617099 0.232092 0.767957 0.760135 0.674399 0.757979 0.572649 0.352616 0.762574 0.998882 0.729452 0.424309 0.852433 0.524713
2971 ENSG00000104611 SH2D4A 0.326554 0.592678 5.24122 1.2413 5.9498 7.93198 0.834775 0.651573 5.47144 0.211667 1.31628 9.04259 1.71731 0.695343
11790 ENSG00000165511 C10orf25 0.383814 0.0821367 0.265845 0.291407 0.194238 0.322422 0.598106 0.219995 0.563025 1.03725 0.482369 0.596376 0.366375 0.168461
5104 ENSG00000120436 GPR31 0 0 0 0 0 0 0.0147952 0 0 0 0 0 0 0
13656 ENSG00000173020 ADRBK1 135.126 55.8117 39.2801 41.6324 17.2191 11.1653 19.6121 10.5634 10.2402 37.6978 24.9354 15.7718 73.3224 31.1662
12740 ENSG00000169213 RAB3B 2.89048 0.0333366 0.682456 6.40469 0.0556413 0.292098 3.39476 0.128243 0.542302 1.81149 0.0405333 0.487844 3.08662 0.0873812
5198 ENSG00000121152 NCAPH 0.404103 0.1096 0.269393 0.788024 0.989566 0.324983 0.346447 0.217125 0.152959 0.901243 0 0.260062 0.243401 0.459198
48986 ENSG00000255692 RP1-127H14.3 1.91112 0.242832 0 2.56707 0 1.35559 0.186791 0 0.103111 0 0 0 1.12845 0
8275 ENSG00000141738 GRB7 0.119223 1.02921 12.7619 0.0589671 0 1.239 0.116194 0.182104 7.8268 0.151195 0.190488 20.8779 0.597423 0.457057
12822 ENSG00000169567 HINT1 265.433 113.282 356.03 65.645 18.7101 22.0027 158.375 84.8866 204.513 83.4544 63.4144 178.576 128.337 78.0163
7159 ENSG00000135426 TESPA1 70.0753 0.800188 0.267166 14.1259 0.216753 1.19307 23.9668 0.282186 0.244236 13.9945 0.453213 0.195457 161.759 0.235054
754 ENSG00000055130 CUL1 23.7567 9.77299 11.0234 25.5024 25.5387 14.1367 22.1078 16.7379 14.0861 20.4953 18.9457 15.3464 13.0911 7.6192
727 ENSG00000053918 KCNQ1 0.456965 18.4739 22.0362 0.144264 0.81858 0.983433 0.379095 7.67621 12.7419 1.98675 11.2529 20.897 0.253931 13.1299
11549 ENSG00000164543 STK17A 2.63369 3.28024 1.82904 10.9196 19.063 7.89794 4.15869 11.9637 6.7435 19.2657 3.98848 6.52056 2.2035 4.87196
4120 ENSG00000112494 UNC93A 0 0 1.71478 0 0 0.417078 0 0 0.379054 0 0 1.48397 0 0
18324 ENSG00000198692 EIF1AY 13.2474 46.1908 0 27.3699 48.9318 7.20411 0.182239 111.669 0.284834 0.0148902 65.3303 0.15184 16.3665 141.562
11636 ENSG00000164885 CDK5 72.9643 5.39213 17.4198 79.3179 6.65043 9.00663 26.5084 2.8052 5.58454 15.6543 2.20546 12.3207 36.4439 3.99179
60616 ENSG00000268809 AC012360.2 2.13483e-06 0 0.0127833 0 19.2483 0 5.59023e-181 0 0 0 0 0 175.478 80.4719
5073 ENSG00000120162 MOB3B 5.08628 0.254738 2.62615 3.38301 0.391752 2.56847 9.03519 0.661833 3.85394 17.8111 0.57594 7.02205 5.76397 0.145301
13375 ENSG00000171847 FAM90A1 1.7753 0.0276141 0.291463 0.90483 0.0549903 0.0269248 0.832517 0.0333101 0.0631171 0.805787 0.124192 0.26597 1.06005 0
6089 ENSG00000128463 EMC4 182.433 76.8945 179.466 17.4809 25.2565 27.594 88.8069 38.4189 62.4579 61.7495 35.1919 64.0779 98.4946 81.5627
7103 ENSG00000135127 CCDC64 27.9698 1.09628 122.319 4.6627 0.819899 42.9133 7.04716 0.163461 45.658 5.76808 0.801849 85.0663 4.39732 0.83399
7276 ENSG00000135974 C2orf49 4.659 3.03516 3.99239 31.0925 21.9482 13.058 8.55327 6.55723 5.7809 14.3265 9.57305 6.94686 5.56031 4.66021
3156 ENSG00000105507 CABP5 0.0552794 0 0.0606237 0 0 0 0 0 0 0.0835515 0 0 0.0665841 0.0574044
9048 ENSG00000147138 GPR174 0 0.112276 0.0605659 0.151195 0.0406994 0.119763 0 0.0220787 0 0 0.0644201 0.0661946 0 0
3868 ENSG00000110881 ASIC1 30.1291 0.858636 1.73093 6.95511 0.583742 0.0134869 6.41832 0.291077 0.374347 63.2116 1.14146 1.52107 14.871 0.283907
13660 ENSG00000173064 HECTD4 39.1726 10.6673 10.844 13.9194 3.29726 7.70894 14.6754 3.69243 6.35545 8.9346 2.85871 7.6301 47.7036 4.83316
11427 ENSG00000164120 HPGD 0.660867 0.970073 33.0573 2.27787 2.82123 33.3168 0.793793 1.54459 18.161 0.521814 0.841504 54.1194 0.151628 1.07089
16851 ENSG00000187535 IFT140 5.99912 3.9495 9.797 4.88637 2.42889 4.84028 2.26129 1.21074 2.99863 8.56834 2.25689 7.87229 2.85451 1.67664
41056 ENSG00000241553 ARPC4 89.1419 31.6323 98.4647 184.118 102.218 117.496 59.705 26.3777 74.4468 68.5242 39.6813 95.8755 71.8016 26.2522
9156 ENSG00000147896 IFNK 0 0.0632484 0 0.170221 0.0916418 0.0449444 0.0447089 0.0247408 0 0 0 0.074199 0 0
283 ENSG00000011052 NME2 159.432 76.514 351.235 181.321 189.353 135.402 127.775 74.0364 230.178 95.2054 113.023 143.237 89.4492 99.5172
1451 ENSG00000078596 ITM2A 70.8128 79.179 15.0785 37.5313 35.5364 9.89348 43.6892 47.8545 10.989 36.3923 62.6465 18.3811 74.0179 69.3398
21113 ENSG00000205846 CLEC6A 0 0 0 0 0 0.0284819 0.0186478 0 0 0 0 0 0 0
4794 ENSG00000117602 RCAN3 2.36013 1.90167 2.64752 21.3622 10.0878 14.8056 3.48046 1.58957 2.61821 1.62221 1.46463 2.53255 6.13841 2.20875
5535 ENSG00000124198 ARFGEF2 22.8315 20.0599 40.1325 110.443 123.157 109.889 13.4308 9.70397 10.332 8.87519 8.33055 16.9543 16.8713 21.8919
50905 ENSG00000258588 TRIM6-TRIM34 0.0582027 0.342281 0.941545 6.00225e-44 1.03643e-39 3.01654e-42 1.65397e-32 1.38249e-10 2.87766e-10 0.15062 0.00271622 2.7286e-06 6.7944e-15 2.47413e-12
4132 ENSG00000112578 BYSL 20.6184 10.5293 16.4877 6.58353 3.86213 2.28542 2.31422 2.56554 3.49495 6.97179 3.30676 5.08385 4.33167 4.54203
21039 ENSG00000205581 HMGN1 52.8544 19.9896 181.314 17.4109 10.5243 18.905 41.4343 25.7442 110.98 78.8619 34.5795 95.4215 38.3403 36.6261
2076 ENSG00000096060 FKBP5 7.79828 17.5102 49.9423 18.5138 103.547 106.932 50.7945 112.098 202.351 3.97507 9.08664 82.2467 9.37351 137.068
16856 ENSG00000187550 SBK2 0 2.75593 0 0 0.10172 0 0 0.825855 0.0147499 0 18.3509 0 0 1.09738
5628 ENSG00000124688 MAD2L1BP 9.55724 10.3912 7.97117 1.34362 1.52704 1.78758 4.1558 7.89211 9.46314 12.6148 11.974 10.469 5.91584 6.81101
5135 ENSG00000120686 UFM1 17.4931 7.36539 16.1642 32.6841 22.7058 27.5761 36.6061 13.825 43.5509 42.3763 18.3851 30.0403 16.1229 9.34878
849 ENSG00000062038 CDH3 2.09071 0.171216 5.33906 5.26554 0.348652 10.1173 1.54318 0.0140367 4.21265 0.865013 0.290015 2.8871 2.88865 0.42912
4816 ENSG00000117862 TXNDC12 16.1141 8.24045 17.5543 9.10623 7.33453 7.85147 16.852 10.4219 25.293 12.2245 8.56581 20.5151 33.1218 12.7179
29977 ENSG00000227268 KLLN 0.242212 0.0868975 0.323789 0.302539 0.157928 0.505749 0.320367 0.206029 0.51784 0.311954 0.193582 0.704194 0.316074 0.177124
9155 ENSG00000147894 C9orf72 6.32671 2.77054 0.843336 51.721 17.8648 5.78811 14.6816 4.70432 3.37167 13.3642 4.49494 3.60782 4.14679 2.9716
12061 ENSG00000166527 CLEC4D 0 0 0.169683 0.0230169 0.520487 0.0486183 0.174511 0.115119 0.232079 0.0253443 0 0 0 0.136182
1719 ENSG00000086544 ITPKC 4.70154 4.49309 8.5948 0.990502 0.378004 0.476708 5.02461 3.47388 5.93954 2.08061 3.27391 4.69842 5.0853 4.76295
5107 ENSG00000120440 TTLL2 0.0310543 0 0.0340566 0.00284944 0.024278 0.0423444 0.0402911 0.029161 0.105776 0.257636 0 0.0378919 0.0158415 0.0480245
10293 ENSG00000157851 DPYSL5 47.0942 0 0 5.32293 0.423924 0.739706 10.271 0.0541078 0.122456 17.63 0 0 26.2164 0.309427
33264 ENSG00000231274 SGK110 0 2.47485 0 0 5.77752 0 0.0130451 4.62191 0.185236 0.0413025 17.1184 0 0 13.0399
5649 ENSG00000124788 ATXN1 8.98634 4.87879 3.00297 13.5158 5.71217 9.88325 10.3294 4.76153 4.30764 8.7298 4.26509 4.61235 10.348 8.26612
16076 ENSG00000184454 NCMAP 0.413325 0.125883 0.101857 0.278933 0.159247 0.373993 0.43182 0.267741 0.752231 0.0935008 0.140339 0.229317 0.443615 0.206491
9518 ENSG00000151327 FAM177A1 42.2962 22.5398 68.8919 85.1497 91.5895 59.8375 49.057 34.2222 45.1274 27.0394 23.2439 57.7657 29.9446 34.0184
11824 ENSG00000165655 ZNF503 5.80031 4.51421 41.0088 0.304548 0.273265 1.25978 1.60336 0.98809 13.488 1.26906 0.943883 17.9794 2.94836 1.88122
16758 ENSG00000187021 PNLIPRP1 0 0 0 0.621259 0.522684 0.936091 2.08562 0.653835 1.80772 0 3.71916 0 6.09557 3.14919
11791 ENSG00000165512 ZNF22 1.41047 0.679144 1.60111 1.66503 1.66474 1.50729 4.14274 4.30123 8.23123 13.3799 3.83921 6.61314 1.22609 1.28909
25085 ENSG00000218891 ZNF579 11.6732 6.94997 10.6888 3.02913 2.81445 3.33262 2.83244 1.2417 3.10088 3.38041 2.83312 5.90076 6.16635 3.98731
3154 ENSG00000105499 PLA2G4C 69.5364 45.0359 18.3627 25.5036 13.034 10.4285 25.7084 12.8373 13.7292 22.3634 14.5946 5.65202 32.998 18.0286
2595 ENSG00000101695 RNF125 2.33006 0.764898 1.56765 0.882998 1.40183 0.797065 2.80219 2.12765 2.71339 2.02559 0.878218 0.477607 2.00319 0.715068
4945 ENSG00000119333 WDR34 11.256 26.2739 63.1195 0.434203 0.241065 0.271428 2.63761 5.93614 15.2796 7.52539 4.53483 30.3812 5.37097 11.3827
13382 ENSG00000171862 PTEN 10.9358 11.2626 11.1809 44.4153 45.1093 33.0185 17.4179 16.1021 22.4262 14.8131 12.1234 19.0949 9.56032 6.32903
7200 ENSG00000135622 SEMA4F 11.6261 1.40344 0.927637 1.50231 0.428687 0.266681 2.11123 0.40673 1.33242 3.95991 2.0375 1.79729 3.83612 0.415312
49438 ENSG00000256574 OR13A1 0 0.0608325 0 0.170196 0 0 0.0905554 0.0195071 0 0 0 0 0 0.0621138
16362 ENSG00000185527 PDE6G 0.200127 0.40686 0.755487 0 0 0.164806 0.162668 0.248683 0.99565 0.351355 0.26101 1.96338 0 0.204117
4904 ENSG00000118855 MFSD1 15.1083 12.8599 36.2294 8.8701 12.7741 11.0063 11.4141 16.9682 42.5425 22.3628 14.6235 31.3685 8.65684 19.3221
20350 ENSG00000203690 TCP10 0 0 0 0 0 0.0217387 0.0555176 0.0320909 0.0180905 0 0 0.0734117 0.221313 0.0401471
15049 ENSG00000179943 FIZ1 14.5576 6.36629 14.1501 1.23366 0.766372 1.35127 7.18729 3.68243 5.89094 5.66529 3.66176 6.79921 14.7797 6.17561
9463 ENSG00000150773 PIH1D2 0.60395 0.49057 1.85928 1.7872 0.400026 2.20137 1.57204 1.80846 2.51154 0.95104 0.557866 2.79332 1.46337 0.818411
17116 ENSG00000188493 C19orf54 3.27239 5.9176 9.16173 1.98886 0.805633 2.73807 1.99412 1.68543 3.40402 4.25768 1.85827 4.32621 4.65214 3.52774
11683 ENSG00000165066 NKX6-3 0.550347 0 0 0.16897 0 0.0563545 0.221766 0 0 0.148483 0.0453219 0 0.19352 0.125495
1955 ENSG00000091527 CDV3 34.8768 21.4796 55.1267 25.2255 50.5683 33.7342 46.9864 56.0831 48.2949 48.2468 35.23 44.3102 43.9073 62.9209
13360 ENSG00000171794 UTF1 0.0611064 0 0.0670141 0 0 0 0 0 0.0391064 0 0 0 0 0
15393 ENSG00000181786 ACTL9 0.047764 0.0971047 0 0 0 0 0.0113648 0 0 0 0 0 0 0
2538 ENSG00000101349 PAK7 6.02631 0 0.414767 2.4977 0.00999386 0.0196091 4.61298 0 0.155119 4.81138 0.0305652 0.203954 4.04842 0
18193 ENSG00000198315 ZKSCAN8 3.41269 1.82388 2.15459 7.23014 4.48227 5.76806 2.92865 2.28773 2.22999 10.7132 4.75351 4.88846 2.16235 1.49606
12059 ENSG00000166523 CLEC4E 0.23533 0.48391 0.245227 0.39292 2.92762 1.09848 0.699489 1.63374 6.62872 0.0897798 0.598931 1.02108 0.386867 1.93663
9086 ENSG00000147408 CSGALNACT1 17.5994 24.7348 3.40845 7.92344 11.9448 2.578 15.0934 15.481 6.23775 24.5491 34.6421 5.24223 12.0928 15.8714
9565 ENSG00000151650 VENTX 0.0476005 0.411282 0.156607 0.241603 0.325637 0.709282 0.330954 0.317055 0.513622 0.0359463 0.0542662 0.233583 0.34394 0.304807
16678 ENSG00000186687 LYRM7 13.7427 7.63495 2.52364 40.1638 25.9034 19.3383 11.2875 10.9268 7.89719 12.648 5.85133 5.66569 43.3595 33.6985
11060 ENSG00000163013 FBXO41 30.3517 0.313529 0.339306 2.80413 0.118166 0.0545251 9.51373 0.142848 0.233889 10.9988 0.43557 0.260568 25.381 0.733307
9471 ENSG00000150893 FREM2 0.375458 0.0281219 11.1679 1.32786 0.0322099 13.3501 0.391846 0.00493658 2.8047 0.217772 0.00888411 9.49068 0.143614 0.00412714
8657 ENSG00000144278 GALNT13 7.66364 0.21415 0.0886088 18.4235 0.0893316 0.727386 14.5159 0.489856 0.371898 46.4029 0.0554981 0.466375 3.96171 0.104286
15262 ENSG00000181016 C7orf53 0.411445 0.242893 1.82237 1.27797 3.78506 4.09518 1.26288 1.01478 2.27652 0.479871 0.932153 1.44881 0.459179 0.300866
7033 ENSG00000134758 RNF138 13.8712 6.19541 15.7393 49.3456 22.1955 30.0903 9.31965 2.97158 8.4782 12.7452 3.88626 5.346 4.14747 1.77332
31519 ENSG00000229183 PGA4 0.391814 0.769092 0.122165 0.156148 0.297995 0.0254166 0.167021 0.338039 0.0389206 0.0902114 0.245876 0.137366 0.106222 0.228148
6836 ENSG00000133422 MORC2 11.9645 10.7561 11.4263 6.08685 7.33224 4.14834 4.95922 5.13731 8.35734 16.0495 6.65141 6.36337 7.46537 6.20324
50973 ENSG00000258659 TRIM34 0.393682 0.173118 1.33361 2.85948 2.86391 3.4901 0.835745 0.815592 1.86796 1.60984 1.7939 3.16495 0.558253 0.391102
6525 ENSG00000131470 PSMC3IP 6.79997 5.08639 7.90884 21.5588 14.6273 10.2626 4.01797 7.92235 7.93569 7.51353 4.30352 5.84556 5.52645 10.0748
10656 ENSG00000160570 DEDD2 23.3201 12.0651 19.3734 3.41097 1.84573 1.91972 9.21061 4.22104 9.27491 4.56162 3.73233 15.2942 15.6316 8.73256
12387 ENSG00000167785 ZNF558 6.30834 3.28272 1.41835 8.4176 3.701 2.62859 3.88677 2.34538 4.84086 11.8818 3.7633 4.80966 5.1744 1.84717
8973 ENSG00000146521 C6orf123 0.164849 0.310923 2.82591 0.0326826 0.0466243 1.4804 0.446612 0.322095 1.91897 0.1162 0.140698 2.85226 0.245476 0.20859
4515 ENSG00000115641 FHL2 10.2743 1099.27 8.51493 3.1154 180.756 4.87071 8.72599 531.654 11.9967 3.58648 102.753 9.99741 7.97398 398.35
13940 ENSG00000174482 LINGO2 2.32624 0.054569 0.176621 2.97702 0.0151201 0.207632 2.12434 0.0167992 0.147884 0.540282 0.0232494 0.295604 2.27289 0
18404 ENSG00000198841 KTI12 2.07905 1.36977 2.57561 1.21426 1.16533 1.0594 1.87919 0.920078 3.5675 2.50127 1.59705 3.87763 1.99774 0.80108
60953 ENSG00000269155 AL009178.1 0 0.117399 0.455969 0.293451 0.828354 1.21457 0.0588779 0.116015 0.245767 0.0174429 0.0263197 0.708796 0.130292 0.0722118
4549 ENSG00000115896 PLCL1 12.8318 12.1043 7.30494 23.4337 0 20.0495 0 0 0 0 0 0 10.1763 0
7182 ENSG00000135517 MIP 0.0242482 0 0.161629 0.0374621 0.0358549 0.106331 0.0570837 0.0389768 0.0157328 0.0732465 0.349831 0.0297375 0.123329 0.0905069
14501 ENSG00000177192 PUS1 9.53708 6.24894 16.0309 1.91441 1.10241 1.80677 3.37023 1.67439 5.61399 5.43452 3.53531 8.64345 3.78073 3.13896
14076 ENSG00000175183 CSRP2 11.4255 23.5068 35.3339 33.1987 35.4005 58.3172 23.2092 9.31569 69.323 23.8295 5.97306 34.677 10.7245 5.82528
1473 ENSG00000079215 SLC1A3 278.688 26.88 1.4044 630.033 99.7842 7.56508 172.25 25.4453 4.02292 282.264 3.00786 3.11131 216.149 34.6677
4335 ENSG00000114395 CYB561D2 7.87171 5.07109 19.4418 0.395103 0.0425188 1.25206 2.47397 1.77705 7.87438 7.93728 2.7901 13.9404 3.90463 1.48331
8947 ENSG00000146285 SCML4 0.0469261 0.198748 0.0495492 0.0409319 0.0581652 0.165863 0.0418123 0.0869695 0.174087 0.233626 0.0666307 0.126953 0.069379 0.0546912
4404 ENSG00000115008 IL1A 0 0 0 0.269948 0 0 0.185722 0.00616844 0.0515396 1.4856 0 0.0738898 0.182743 0
3367 ENSG00000106603 COA1 28.2431 25.6043 34.1064 7.62935 6.21085 11.7407 26.8488 27.3869 29.3909 26.4489 25.0387 31.7791 23.9842 30.0572
44250 ENSG00000250151 ARPC4-TTLL3 2.45603 1.77562 3.77429 1.70374e-43 0.211203 2.96418e-38 1.87338 0.492341 2.2778 1.30015 0.91017 1.74071 0.699489 0.0877624
6816 ENSG00000133226 SRRM1 36.5507 28.8025 17.3078 79.0891 56.2606 63.4204 39.5055 16.7501 26.1327 44.5877 39.2954 23.1148 28.2148 12.3896
9566 ENSG00000151651 ADAM8 0.665281 1.34332 2.37813 0 0.0149445 0.0293192 0.15538 0.201307 0.478388 1.64021 0.602409 0.697447 0.762536 0.730479
2376 ENSG00000100593 ISM2 0.31258 0.0232275 0.730275 0.136747 0 0.233533 0.234758 0 0.175065 0.085273 0.190322 0.438527 0.578129 0
16368 ENSG00000185565 LSAMP 41.3702 14.168 0.67334 26.538 2.64715 1.78904 35.7558 7.34501 2.42093 55.2037 1.62521 1.19917 29.1721 7.31605
3581 ENSG00000108479 GALK1 9.47252 9.60758 45.9369 0.143252 0.184188 0.625021 2.32323 3.21297 7.57078 6.01182 1.9228 29.6864 7.30941 8.85891
14336 ENSG00000176422 SPRYD4 2.97096 7.09855 14.3763 0.75876 1.69324 2.52097 1.87435 5.37908 8.32907 4.85798 7.29878 14.617 2.0941 4.37907
7028 ENSG00000134717 BTF3L4 21.8859 5.49335 12.9861 16.0696 9.94279 6.36528 34.4333 18.4931 27.4035 32.0561 17.1478 20.7389 31.0701 13.564
4946 ENSG00000119335 SET 102.214 34.4397 117.738 310.637 156.668 145.157 143.758 68.3526 114.293 156.148 61.1091 116.705 83.1245 68.6726
6703 ENSG00000132623 ANKEF1 0.716077 0.382618 1.53214 0.735858 0.429156 1.50575 0.520885 0.267887 2.16158 0.235566 0.830228 2.28233 0.212942 0.209325
6475 ENSG00000131115 ZNF227 3.91431 2.53989 3.28586 9.847 5.2146 5.15475 3.97621 3.05262 3.45921 9.43959 2.18913 4.95843 5.15945 3.72761
8241 ENSG00000141540 TTYH2 73.0847 18.9562 0.862186 10.1773 1.29736 0.342038 37.3729 5.90388 0.643175 129.9 7.7293 1.06812 77.7726 7.76788
16058 ENSG00000184378 ACTRT3 1.03248 0.0983927 0.813841 0.287768 0.119173 0.303923 0.876667 0.177298 1.47706 0.268073 0.259064 1.298 0.428568 0.335894
3254 ENSG00000105929 ATP6V0A4 0.409424 0 54.5089 0.207282 0 17.9878 0.149734 0 42.2446 0.117724 0.026416 55.389 0.11208 0
17674 ENSG00000196850 PPTC7 3.935 16.5916 4.77918 5.99054 10.983 5.89971 8.6482 22.7976 9.57205 5.77133 10.4612 10.2047 3.57938 9.76075
13794 ENSG00000173681 CXorf23 1.5367 0.452952 2.20174 8.57251 6.95132 10.5506 2.65241 1.88532 3.13352 5.26322 1.41769 3.13698 1.21399 0.830324
6257 ENSG00000129933 MAU2 21.4733 46.0348 17.2757 4.25424 2.77678 4.17674 7.4229 5.163 6.71539 29.5385 15.0962 16.2632 8.88551 6.8424
6800 ENSG00000133115 STOML3 0 0 0.0355377 0.911617 0 0 0.130181 0 0 0 0 0.0394993 0.0782632 0
10040 ENSG00000155749 ALS2CR12 0.456319 1.3302 1.48177 5.4981 9.05376 2.18634 3.39289 4.09859 2.7826 1.1665 1.51525 0.741429 0.904457 1.78046
13153 ENSG00000170948 MBD3L1 0 0 0.0957924 0 0 0 0 0 0 0 0 0 0 0
2018 ENSG00000093010 COMT 101.865 127.453 129.712 17.1513 14.2823 13.1278 34.0115 10.8385 41.2051 70.3207 24.0496 58.9972 74.0884 29.7453
13526 ENSG00000172426 RSPH9 0.616634 0.278711 0.0819958 0.432562 0.0368461 0.0180747 0.299162 0.102051 0.278182 0.315914 0.0568791 0.366637 0.331337 0.0520015
8849 ENSG00000145723 GIN1 3.3835 3.14667 2.66805 5.78383 8.91328 11.2057 2.90804 4.97087 3.89702 4.51325 3.36047 5.97109 2.98188 4.70458
20541 ENSG00000204237 OXLD1 24.969 17.9622 29.199 0.513901 0.513333 0.515244 4.32363 2.06476 7.14725 5.98088 3.13211 10.1159 7.15118 6.94243
5363 ENSG00000122729 ACO1 5.6761 22.1209 93.5358 5.09186 12.0101 37.315 6.50645 20.3224 34.8327 12.3817 14.6122 87.1281 4.85733 13.2412
